Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
27,2,2014-06-03,13131,1337,1,1,0,0,a,a,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
28,2,2014-06-03,7342,759,1,1,0,1,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec"
29,2,2014-06-03,9964,773,1,1,0,0,d,c,2170.0,0.0,0.0,0,0.0,0.0,None
30,2,2014-06-03,7601,990,1,1,0,0,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
31,2,2014-06-03,7002,597,1,1,0,0,d,c,9800.0,7.0,2012.0,0,0.0,0.0,None
32,2,2014-06-03,6050,606,1,1,0,0,a,a,2910.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
33,2,2014-06-03,10045,902,1,1,0,0,a,c,1320.0,5.0,2013.0,0,0.0,0.0,None
34,2,2014-06-03,9452,1063,1,1,0,0,c,a,2240.0,9.0,2009.0,0,0.0,0.0,None
35,2,2014-06-03,12508,881,1,1,0,0,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
36,2,2014-06-03,10609,1232,1,1,0,0,a,c,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
37,2,2014-06-03,7891,742,1,1,0,1,c,a,4230.0,12.0,2014.0,0,0.0,0.0,None
38,2,2014-06-03,8435,616,1,1,0,0,d,a,1090.0,4.0,2007.0,0,0.0,0.0,None
39,2,2014-06-03,6947,824,1,1,0,0,a,a,260.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
40,2,2014-06-03,6127,763,1,1,0,0,a,a,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
41,2,2014-06-03,6567,446,1,1,0,0,d,c,1180.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
42,2,2014-06-03,12872,1306,1,1,0,0,a,c,290.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
43,2,2014-06-03,9474,767,1,1,0,0,d,a,4880.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
44,2,2014-06-03,7288,804,1,1,0,0,a,a,540.0,6.0,2011.0,0,0.0,0.0,None
45,2,2014-06-03,5339,387,1,1,0,0,d,a,9710.0,2.0,2014.0,0,0.0,0.0,None
46,2,2014-06-03,7193,737,1,1,0,0,c,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
47,2,2014-06-03,8991,1118,1,1,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
48,2,2014-06-03,4132,428,1,1,0,0,a,a,1060.0,5.0,2012.0,0,0.0,0.0,None
49,2,2014-06-03,9462,596,1,1,0,0,d,c,18010.0,9.0,2007.0,0,0.0,0.0,None
50,2,2014-06-03,5320,378,1,1,0,0,d,a,6260.0,11.0,2009.0,0,0.0,0.0,None
51,2,2014-06-03,7543,493,1,1,0,0,a,c,10570.0,7.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
52,2,2014-06-03,7985,485,1,1,0,0,d,c,450.0,4.0,2014.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
53,2,2014-06-03,5917,619,1,1,0,0,a,c,30360.0,9.0,2013.0,0,0.0,0.0,None
54,2,2014-06-03,8048,689,1,1,0,1,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
55,2,2014-06-03,6916,736,1,1,0,0,a,a,720.0,11.0,2004.0,0,0.0,0.0,None
56,2,2014-06-03,9505,592,1,1,0,0,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
57,2,2014-06-03,15389,1321,1,1,0,0,d,c,420.0,6.0,2014.0,0,0.0,0.0,None
58,2,2014-06-03,8616,632,1,1,0,0,a,c,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
59,2,2014-06-03,7265,691,1,1,0,0,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
60,2,2014-06-03,11400,918,1,1,0,0,d,c,5540.0,10.0,2009.0,0,0.0,0.0,None
61,2,2014-06-03,5762,615,1,1,0,0,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
62,2,2014-06-03,8363,885,1,1,0,0,a,a,2050.0,0.0,0.0,0,0.0,0.0,None
63,2,2014-06-03,7631,636,1,1,0,0,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
64,2,2014-06-03,11845,823,1,1,0,0,d,c,22560.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
65,2,2014-06-03,6455,571,1,1,0,1,a,c,13840.0,5.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
66,2,2014-06-03,6136,520,1,1,0,0,d,a,7660.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
67,2,2014-06-03,10198,1000,1,1,0,0,a,c,410.0,2.0,2006.0,0,0.0,0.0,None
68,2,2014-06-03,7652,1176,1,1,0,0,a,c,250.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
69,2,2014-06-03,10902,1263,1,1,0,0,c,c,1130.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
70,2,2014-06-03,8201,748,1,1,0,0,c,c,4840.0,0.0,0.0,0,0.0,0.0,None
71,2,2014-06-03,11982,882,1,1,0,0,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
72,2,2014-06-03,6648,642,1,1,0,0,a,a,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
73,2,2014-06-03,5850,612,1,1,0,0,a,c,1650.0,9.0,2008.0,0,0.0,0.0,None
74,2,2014-06-03,7935,1025,1,1,0,0,a,a,330.0,0.0,0.0,0,0.0,0.0,None
75,2,2014-06-03,5699,622,1,1,0,0,d,c,22440.0,12.0,2013.0,0,0.0,0.0,None
76,2,2014-06-03,10080,999,1,1,0,0,d,c,19960.0,3.0,2006.0,0,0.0,0.0,None
77,2,2014-06-03,8243,689,1,1,0,0,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
78,2,2014-06-03,4152,533,1,1,0,1,a,a,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
79,2,2014-06-03,7455,657,1,1,0,0,a,a,3320.0,0.0,0.0,0,0.0,0.0,None
80,2,2014-06-03,8637,615,1,1,0,0,d,a,7910.0,0.0,0.0,0,0.0,0.0,None
81,2,2014-06-03,7842,582,1,1,0,0,a,a,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
82,2,2014-06-03,12023,1022,1,1,0,0,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
83,2,2014-06-03,4750,378,1,1,0,0,a,a,2710.0,0.0,0.0,0,0.0,0.0,None
84,2,2014-06-03,16517,1670,1,1,0,0,a,c,11810.0,8.0,2014.0,0,0.0,0.0,None
85,2,2014-06-03,7519,980,1,1,0,0,b,a,1870.0,10.0,2011.0,0,0.0,0.0,None
86,2,2014-06-03,6004,694,1,1,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
87,2,2014-06-03,8073,947,1,1,0,0,a,a,560.0,12.0,2010.0,0,0.0,0.0,None
88,2,2014-06-03,8265,759,1,1,0,1,a,a,10690.0,10.0,2005.0,0,0.0,0.0,None
89,2,2014-06-03,7343,711,1,1,0,0,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
90,2,2014-06-03,11494,1299,1,1,0,0,a,a,330.0,11.0,2007.0,0,0.0,0.0,None
91,2,2014-06-03,9031,884,1,1,0,0,c,a,2410.0,0.0,0.0,1,35.0,2011.0,"Jan,Apr,Jul,Oct"
92,2,2014-06-03,7570,611,1,1,0,0,c,a,240.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
93,2,2014-06-03,7372,693,1,1,0,0,a,a,16690.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
94,2,2014-06-03,9260,743,1,1,0,0,d,c,14620.0,0.0,0.0,0,0.0,0.0,None
95,2,2014-06-03,10652,1124,1,1,0,0,a,a,1890.0,10.0,2014.0,0,0.0,0.0,None
96,2,2014-06-03,7279,729,1,1,0,0,a,a,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
97,2,2014-06-03,8862,796,1,1,0,0,d,c,8980.0,0.0,0.0,0,0.0,0.0,None
98,2,2014-06-03,6504,523,1,1,0,0,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
99,2,2014-06-03,7037,547,1,1,0,0,c,c,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
100,2,2014-06-03,8140,669,1,1,0,0,d,a,17930.0,0.0,0.0,0,0.0,0.0,None
101,2,2014-06-03,8613,813,1,1,0,0,d,c,2440.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
102,2,2014-06-03,10350,1338,1,1,0,0,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
103,2,2014-06-03,5449,453,1,1,0,0,d,c,5210.0,5.0,2015.0,0,0.0,0.0,None
104,2,2014-06-03,12382,1466,1,1,0,0,a,a,390.0,6.0,2009.0,0,0.0,0.0,None
105,2,2014-06-03,5968,645,1,1,0,0,a,c,6190.0,0.0,0.0,1,23.0,2013.0,"Mar,Jun,Sept,Dec"
106,2,2014-06-03,10941,937,1,1,0,0,a,a,1390.0,8.0,2013.0,0,0.0,0.0,None
107,2,2014-06-03,9014,1070,1,1,0,0,a,a,1930.0,9.0,2009.0,0,0.0,0.0,None
108,2,2014-06-03,12668,920,1,1,0,0,d,c,2190.0,9.0,2003.0,0,0.0,0.0,None
109,2,2014-06-03,8317,871,1,1,0,0,a,c,3300.0,11.0,2010.0,0,0.0,0.0,None
110,2,2014-06-03,5603,732,1,1,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,None
111,2,2014-06-03,7642,621,1,1,0,0,d,c,7890.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
112,2,2014-06-03,6756,853,1,1,0,0,a,a,1630.0,9.0,2009.0,0,0.0,0.0,None
113,2,2014-06-03,7001,640,1,1,0,0,d,c,20930.0,11.0,1999.0,0,0.0,0.0,None
114,2,2014-06-03,6391,657,1,1,0,0,c,a,4510.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
115,2,2014-06-03,8351,607,1,1,0,0,d,c,5740.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
116,2,2014-06-03,9348,890,1,1,0,0,a,a,680.0,4.0,2013.0,0,0.0,0.0,None
117,2,2014-06-03,4917,576,1,1,0,0,a,a,3450.0,9.0,2011.0,0,0.0,0.0,None
118,2,2014-06-03,9691,754,1,1,0,0,d,c,3580.0,9.0,2012.0,0,0.0,0.0,None
119,2,2014-06-03,7970,778,1,1,0,0,a,c,2100.0,2.0,2010.0,0,0.0,0.0,None
120,2,2014-06-03,9725,777,1,1,0,0,d,a,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
121,2,2014-06-03,5653,594,1,1,0,0,a,a,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
122,2,2014-06-03,8562,999,1,1,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,None
123,2,2014-06-03,10941,1223,1,1,0,1,a,a,16760.0,9.0,2011.0,0,0.0,0.0,None
124,2,2014-06-03,6559,739,1,1,0,0,a,a,1410.0,4.0,2003.0,0,0.0,0.0,None
125,2,2014-06-03,15950,1956,1,1,0,0,a,a,760.0,12.0,2005.0,0,0.0,0.0,None
126,2,2014-06-03,7984,632,1,1,0,0,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
127,2,2014-06-03,6552,764,1,1,0,0,d,a,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
128,2,2014-06-03,9294,671,1,1,0,0,d,c,2000.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
129,2,2014-06-03,11523,1358,1,1,0,0,a,a,2460.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
130,2,2014-06-03,5555,611,1,1,0,0,c,a,900.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
131,2,2014-06-03,5318,523,1,1,0,0,c,a,920.0,7.0,2015.0,0,0.0,0.0,None
132,2,2014-06-03,7503,663,1,1,0,0,d,c,1040.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
133,2,2014-06-03,8404,936,1,1,0,0,a,a,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
134,2,2014-06-03,5772,583,1,1,0,0,a,a,1200.0,9.0,2008.0,0,0.0,0.0,None
135,2,2014-06-03,6190,515,1,1,0,0,d,a,5190.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
136,2,2014-06-03,8370,545,1,1,0,0,a,c,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
137,2,2014-06-03,9786,1071,1,1,0,0,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
138,2,2014-06-03,9943,903,1,1,0,0,a,c,25360.0,10.0,2014.0,0,0.0,0.0,None
139,2,2014-06-03,7697,591,1,1,0,0,a,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
140,2,2014-06-03,8090,975,1,1,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
141,2,2014-06-03,6318,651,1,1,0,0,c,c,1540.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
142,2,2014-06-03,5174,603,1,1,0,0,a,a,1090.0,7.0,2002.0,0,0.0,0.0,None
143,2,2014-06-03,7810,687,1,1,0,0,d,a,2930.0,12.0,2002.0,0,0.0,0.0,None
144,2,2014-06-03,9538,840,1,1,0,0,a,c,16570.0,0.0,0.0,0,0.0,0.0,None
145,2,2014-06-03,10196,1351,1,1,0,0,a,a,280.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
146,2,2014-06-03,8847,753,1,1,0,0,d,c,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
147,2,2014-06-03,9779,930,1,1,0,0,d,c,8540.0,0.0,0.0,0,0.0,0.0,None
148,2,2014-06-03,10156,893,1,1,0,0,a,a,2090.0,12.0,2008.0,0,0.0,0.0,None
149,2,2014-06-03,7471,606,1,1,0,0,d,a,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
150,2,2014-06-03,10243,920,1,1,0,0,c,c,31830.0,3.0,2010.0,0,0.0,0.0,None
151,2,2014-06-03,7566,686,1,1,0,1,d,c,4360.0,10.0,2005.0,0,0.0,0.0,None
152,2,2014-06-03,7779,771,1,1,0,0,a,a,1780.0,0.0,0.0,0,0.0,0.0,None
153,2,2014-06-03,10469,796,1,1,0,0,a,a,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
154,2,2014-06-03,11094,843,1,1,0,0,d,c,16420.0,0.0,0.0,0,0.0,0.0,None
155,2,2014-06-03,8355,712,1,1,0,0,d,a,3050.0,0.0,0.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
156,2,2014-06-03,9790,911,1,1,0,0,a,a,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
157,2,2014-06-03,12644,1218,1,1,0,0,a,c,2950.0,10.0,2004.0,0,0.0,0.0,None
158,2,2014-06-03,9514,541,1,1,0,0,d,c,11840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov"
159,2,2014-06-03,10126,807,1,1,0,0,d,a,8530.0,3.0,2013.0,0,0.0,0.0,None
160,2,2014-06-03,7021,645,1,1,0,0,d,c,17110.0,11.0,2005.0,0,0.0,0.0,None
161,2,2014-06-03,9023,957,1,1,0,0,a,c,2970.0,3.0,2005.0,0,0.0,0.0,None
162,2,2014-06-03,9128,589,1,1,0,0,d,c,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
163,2,2014-06-03,8490,980,1,1,0,0,a,a,1480.0,4.0,2009.0,0,0.0,0.0,None
164,2,2014-06-03,9375,808,1,1,0,0,a,a,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
165,2,2014-06-03,5352,500,1,1,0,0,a,a,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
166,2,2014-06-03,6528,867,1,1,0,0,a,c,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
167,2,2014-06-03,12922,1381,1,1,0,1,a,a,140.0,4.0,2008.0,0,0.0,0.0,None
168,2,2014-06-03,10509,876,1,1,0,0,a,a,12540.0,0.0,0.0,0,0.0,0.0,None
169,2,2014-06-03,10320,825,1,1,0,0,d,a,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
170,2,2014-06-03,6131,625,1,1,0,0,a,a,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
171,2,2014-06-03,11554,1060,1,1,0,0,a,a,2640.0,0.0,0.0,0,0.0,0.0,None
172,2,2014-06-03,7888,938,1,1,0,0,a,a,110.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
173,2,2014-06-03,10894,1220,1,1,0,0,a,a,350.0,12.0,2012.0,0,0.0,0.0,None
174,2,2014-06-03,6575,484,1,1,0,0,a,a,13090.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
175,2,2014-06-03,7431,800,1,1,0,0,c,a,4130.0,0.0,0.0,0,0.0,0.0,None
176,2,2014-06-03,7083,781,1,1,0,0,a,a,3770.0,0.0,0.0,0,0.0,0.0,None
177,2,2014-06-03,5899,628,1,1,0,1,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
178,2,2014-06-03,13509,1086,1,1,0,0,d,a,1710.0,0.0,0.0,0,0.0,0.0,None
179,2,2014-06-03,10046,1172,1,1,0,0,a,c,480.0,0.0,0.0,0,0.0,0.0,None
180,2,2014-06-03,8998,1011,1,1,0,0,d,a,5800.0,9.0,2010.0,0,0.0,0.0,None
181,2,2014-06-03,9781,923,1,1,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
182,2,2014-06-03,6823,499,1,1,0,0,d,c,1390.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
183,2,2014-06-03,6557,719,1,1,0,0,a,a,9670.0,0.0,0.0,0,0.0,0.0,None
184,2,2014-06-03,7371,666,1,1,0,0,d,c,3560.0,0.0,0.0,0,0.0,0.0,None
185,2,2014-06-03,7943,561,1,1,0,0,d,c,1860.0,5.0,2015.0,0,0.0,0.0,None
186,2,2014-06-03,4956,439,1,1,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
187,2,2014-06-03,8144,989,1,1,0,0,a,c,19360.0,0.0,0.0,0,0.0,0.0,None
188,2,2014-06-03,5851,455,1,1,0,0,d,a,850.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
189,2,2014-06-03,10583,914,1,1,0,0,d,a,5760.0,7.0,2014.0,0,0.0,0.0,None
190,2,2014-06-03,9483,789,1,1,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
191,2,2014-06-03,7207,751,1,1,0,0,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
192,2,2014-06-03,9640,630,1,1,0,0,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
193,2,2014-06-03,7192,875,1,1,0,0,a,a,520.0,0.0,0.0,0,0.0,0.0,None
194,2,2014-06-03,5245,425,1,1,0,0,d,c,16970.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
195,2,2014-06-03,13040,1486,1,1,0,0,a,c,220.0,0.0,0.0,0,0.0,0.0,None
196,2,2014-06-03,6728,833,1,1,0,0,c,a,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
197,2,2014-06-03,8249,894,1,1,0,0,c,a,4210.0,3.0,2015.0,0,0.0,0.0,None
198,2,2014-06-03,5067,553,1,1,0,0,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
199,2,2014-06-03,9777,710,1,1,0,0,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
200,2,2014-06-03,10110,1153,1,1,0,0,a,a,1650.0,10.0,2000.0,0,0.0,0.0,None
1,1,2014-06-02,6071,609,1,1,0,0,c,a,1270.0,9.0,2008.0,0,0.0,0.0,None
2,1,2014-06-02,7320,775,1,1,0,0,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3,1,2014-06-02,10912,1011,1,1,0,0,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
4,1,2014-06-02,13087,1622,1,1,0,0,c,c,620.0,9.0,2009.0,0,0.0,0.0,None
5,1,2014-06-02,7860,788,1,1,0,0,a,a,29910.0,4.0,2015.0,0,0.0,0.0,None
6,1,2014-06-02,8111,857,1,1,0,0,a,a,310.0,12.0,2013.0,0,0.0,0.0,None
7,1,2014-06-02,13694,1272,1,1,0,0,a,c,24000.0,4.0,2013.0,0,0.0,0.0,None
8,1,2014-06-02,8799,935,1,1,0,0,a,a,7520.0,10.0,2014.0,0,0.0,0.0,None
9,1,2014-06-02,10768,853,1,1,0,0,a,c,2030.0,8.0,2000.0,0,0.0,0.0,None
10,1,2014-06-02,9211,812,1,1,0,0,a,a,3160.0,9.0,2009.0,0,0.0,0.0,None
11,1,2014-06-02,10142,1394,1,1,0,0,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
12,1,2014-06-02,12240,1193,1,1,0,0,a,c,1070.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
13,1,2014-06-02,7982,524,1,1,0,0,d,a,310.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
14,1,2014-06-02,8274,856,1,1,0,0,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
15,1,2014-06-02,8456,786,1,1,0,0,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
16,1,2014-06-02,11015,1068,1,1,0,0,a,c,3270.0,0.0,0.0,0,0.0,0.0,None
17,1,2014-06-02,10499,1191,1,1,0,0,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct"
18,1,2014-06-02,9935,952,1,1,0,0,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
19,1,2014-06-02,10696,892,1,1,0,0,a,c,3240.0,0.0,0.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec"
20,1,2014-06-02,11591,1192,1,1,0,0,d,a,2340.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
21,1,2014-06-02,8949,684,1,1,0,0,c,c,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
22,1,2014-06-02,6509,627,1,1,0,0,a,a,1040.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
23,1,2014-06-02,8870,653,1,1,0,0,d,a,4060.0,8.0,2005.0,0,0.0,0.0,None
24,1,2014-06-02,14498,1128,1,1,0,0,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
25,1,2014-06-02,16344,1996,1,1,0,0,c,a,430.0,4.0,2003.0,0,0.0,0.0,None
26,1,2014-06-02,10433,791,1,1,0,0,d,a,2300.0,0.0,0.0,0,0.0,0.0,None
27,1,2014-06-02,16037,1488,1,1,0,0,a,a,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
28,1,2014-06-02,9874,914,1,1,0,1,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec"
29,1,2014-06-02,12247,968,1,1,0,0,d,c,2170.0,0.0,0.0,0,0.0,0.0,None
30,1,2014-06-02,8058,966,1,1,0,0,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
31,1,2014-06-02,7507,676,1,1,0,0,d,c,9800.0,7.0,2012.0,0,0.0,0.0,None
32,1,2014-06-02,6747,674,1,1,0,0,a,a,2910.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
33,1,2014-06-02,12287,1071,1,1,0,0,a,c,1320.0,5.0,2013.0,0,0.0,0.0,None
34,1,2014-06-02,12617,1427,1,1,0,0,c,a,2240.0,9.0,2009.0,0,0.0,0.0,None
35,1,2014-06-02,15689,1038,1,1,0,0,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
36,1,2014-06-02,12312,1323,1,1,0,0,a,c,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
37,1,2014-06-02,10941,946,1,1,0,1,c,a,4230.0,12.0,2014.0,0,0.0,0.0,None
38,1,2014-06-02,8970,732,1,1,0,0,d,a,1090.0,4.0,2007.0,0,0.0,0.0,None
39,1,2014-06-02,9064,985,1,1,0,0,a,a,260.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
40,1,2014-06-02,6506,765,1,1,0,0,a,a,180.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
41,1,2014-06-02,7576,520,1,1,0,0,d,c,1180.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
42,1,2014-06-02,14315,1386,1,1,0,0,a,c,290.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
43,1,2014-06-02,11606,906,1,1,0,0,d,a,4880.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
44,1,2014-06-02,9518,968,1,1,0,0,a,a,540.0,6.0,2011.0,0,0.0,0.0,None
45,1,2014-06-02,7210,476,1,1,0,0,d,a,9710.0,2.0,2014.0,0,0.0,0.0,None
46,1,2014-06-02,9397,917,1,1,0,0,c,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
47,1,2014-06-02,11123,1273,1,1,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
48,1,2014-06-02,4933,493,1,1,0,0,a,a,1060.0,5.0,2012.0,0,0.0,0.0,None
